indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_8db,N,New_N_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.3347396702993554,2x212,0.014076999970711768,32,0.16644386650919252,0.2582418504088129,0.010604300070554018,13,0.07855780417677653,0.19492505920950443,0.0015113999834284186,5,0.07328779241774153,0.21706683509436528,0.0007068999111652374,2,0.09863558028042675,0.11262416619572153,0.0004026000387966633
1,SNR_8db,N,New_N_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.3348992663799801,2x212,0.013543599983677268,32,0.16481531615795358,0.2625718868543364,0.010103599983267486,13,0.07896837523357852,0.2000964385027598,0.0012679999927058816,5,0.06973772757988331,0.2184017391845518,0.0006118000019341707,2,0.1022229654299727,0.09404567885029304,0.00040440005250275135
2,SNR_8db,AS,New_AS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.47752259520687396,2x212,0.014682199922390282,32,0.22769801835930598,0.25087391478536586,0.011684300028719008,13,0.09308399848458013,0.19953952545859466,0.0012100000167265534,5,0.10325738256102991,0.20285400279733876,0.000533499987795949,2,0.23775621189912907,0.34523106231654516,0.00033059995621442795
3,SNR_8db,AS,New_AS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4543143090090986,2x212,0.01803560007829219,32,0.21565514808843528,0.25169876523759876,0.013397100032307208,13,0.08861673474298971,0.19116154825648124,0.0018825000151991844,5,0.09320928360900045,0.23733906840417252,0.0009343000128865242,2,0.20982348013478772,0.31354772275635034,0.000533799990080297
4,SNR_8db,MR,New_MR_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4158344014107527,2x212,0.015983400051482022,32,0.21794964334547776,0.26193466169042995,0.012672399985603988,13,0.09260498336078139,0.22041918088068924,0.0015008999034762383,5,0.0778751571130639,0.23881048334536764,0.0006189999403432012,2,0.16611528185000105,0.19175565597419278,0.0003693000180646777
5,SNR_8db,MR,New_MR_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4455689208606779,2x212,0.015300999977625906,32,0.23047723354856647,0.25317840869804725,0.012045699986629188,13,0.10695996013444395,0.1863824087594579,0.0013722000876441598,5,0.09315191620552547,0.20190391823521864,0.0006288000149652362,2,0.19085498008818633,0.2706679508045735,0.0003888999344781041
6,SNR_8db,MS,New_MS_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.3801226163947252,2x212,0.017456100089475513,32,0.19328272071369554,0.25638862859354095,0.013955599977634847,13,0.08394858908328744,0.18927073421024673,0.0014801000943407416,5,0.08613911379093665,0.2041413329528225,0.0006765000289306045,2,0.1452155868544494,0.1596696196992886,0.0004214999498799443
7,SNR_8db,MS,New_MS_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.37379276080081325,2x212,0.02126069995574653,32,0.18520706088614575,0.2638081479338748,0.016010900028049946,13,0.089551845680985,0.22446043785901373,0.0018630999838933349,5,0.07986037560986656,0.27018668559382364,0.001057000015862286,2,0.13383761300209146,0.15725504481128771,0.0009031000081449747
8,SNR_8db,MVP,New_MVP_001.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4948813003307512,2x212,0.01857179997023195,32,0.19286730654103296,0.23774546080220818,0.013401199947111309,13,0.09642553425508088,0.16317130244105932,0.0018564000492915511,5,0.09003208048085197,0.13014323258657579,0.001307800062932074,2,0.30676776094651953,0.03447547123765577,0.0008108000038191676
9,SNR_8db,MVP,New_MVP_002.wav,32-13-5-2,DeepONMF_H4,4,nndsvd,0.4959755196384176,2x212,0.01950069994200021,32,0.17501820513014704,0.24467059059665527,0.013898200006224215,13,0.07482515698353173,0.16769283077423416,0.0028892001137137413,5,0.08030609920753574,0.12509886275779383,0.0010053999722003937,2,0.36929591880641605,0.03469949339621967,0.0005855000345036387
