,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,0,39,0,0,1
real_MR,2,5,32,1,0
real_MS,1,0,1,35,3
real_MVP,2,1,1,1,35
